   6.8883421e-02   5.1533978e-02   9.3086733e+00   1.5727621e+02
   7.4347516e-02   1.6465129e-01   8.0044786e+00   6.1802730e+01
   2.7619209e-02   1.5267565e-01   8.6584335e+00   7.6829193e+01
   7.4802551e-02   9.8408099e-02   9.1642695e+00   1.5312120e+02
   5.7941555e-02   8.6990715e-02   1.0173062e+01   1.3862510e+02
   2.5852424e-02   4.7720684e-02   1.0301305e+01   1.1109878e+02
   3.6709893e-02   1.5955954e-01   8.7220657e+00   1.6670992e+02
   5.2812891e-02   3.0781357e-02   8.1064363e+00   1.0310888e+02
   7.7450410e-02   5.6094377e-02   1.0856898e+01   1.3561129e+02
   7.7893312e-02   7.5368544e-02   9.5914526e+00   1.7459453e+02
   2.9456785e-02   3.7026125e-02   8.4812592e+00   8.9236648e+01
   7.8235567e-02   5.0235160e-02   9.0882593e+00   1.4423125e+02
   7.7430017e-02   1.3211172e-01   8.8328410e+00   1.4774730e+02
   4.9122539e-02   9.7519145e-02   9.7421111e+00   7.4132001e+01
   6.8016828e-02   7.7329065e-02   9.9225978e+00   1.2388939e+02
   2.8513180e-02   6.3147386e-02   8.3566609e+00   5.7944634e+01
   4.5305677e-02   9.3120849e-02   8.0938770e+00   1.3882661e+02
   7.4944132e-02   5.5963139e-02   9.4425027e+00   1.3693437e+02
   6.7532440e-02   7.5395674e-02   8.4623099e+00   6.7445967e+01
   7.7569546e-02   6.6956008e-02   1.0779801e+01   1.6610257e+02
   5.9344442e-02   1.4621080e-01   9.2366867e+00   7.2056367e+01
   2.2142701e-02   1.2749041e-01   9.2115319e+00   1.2073429e+02
   7.0947758e-02   7.6695235e-02   8.4595184e+00   5.4499815e+01
   7.6039595e-02   1.1123255e-01   1.0625199e+01   1.5589333e+02
   6.0724109e-02   7.0297349e-02   1.0632007e+01   1.2736332e+02
   6.5464408e-02   6.6955893e-02   8.2785341e+00   1.0275405e+02
   6.4587948e-02   6.6386177e-02   8.9977773e+00   1.3372458e+02
   4.3533621e-02   1.2479120e-01   1.0080476e+01   9.7624603e+01
   5.9328673e-02   1.0277572e-01   8.5126873e+00   1.7999614e+02
   3.0271201e-02   4.0745523e-02   9.0377675e+00   1.4178588e+02
   6.2362765e-02   3.7818336e-02   9.0952129e+00   7.5584211e+01
   2.1909971e-02   6.6221965e-02   9.0249810e+00   1.5784451e+02
   3.6615379e-02   9.1589839e-02   1.0746163e+01   8.9323509e+01
   2.2770283e-02   6.9800476e-02   8.5136412e+00   1.1799230e+02
   2.5827907e-02   1.2502750e-01   8.5801202e+00   1.3123240e+02
   6.9407470e-02   1.6294114e-01   1.0898635e+01   5.0617653e+01
   6.1689717e-02   1.3835371e-01   9.3831184e+00   1.5079817e+02
   3.9025969e-02   1.1905946e-01   1.0204635e+01   7.7611440e+01
   7.7013323e-02   1.3550141e-01   8.2603860e+00   7.6517212e+01
   2.2066765e-02   1.3455432e-01   8.6460064e+00   1.5332428e+02
   4.6324662e-02   1.1204436e-01   9.7117097e+00   8.5087057e+01
   4.2893507e-02   1.3822789e-01   8.9706982e+00   1.5800286e+02
   6.5931007e-02   8.4948356e-02   1.0871774e+01   1.7964398e+02
   6.7711994e-02   1.1474062e-01   9.7711805e+00   1.0139890e+02
   3.1212356e-02   6.4640602e-02   8.3604254e+00   1.6695355e+02
   4.9385864e-02   7.0628308e-02   8.8301552e+00   1.1900964e+02
   4.6735172e-02   3.2706564e-02   8.4369953e+00   6.0692582e+01
   5.8778781e-02   7.8623354e-02   1.0157419e+01   1.0441142e+02
   6.2561890e-02   4.9851405e-02   1.0265437e+01   5.2457552e+01
   6.5281201e-02   8.7614859e-02   1.0543778e+01   1.6719777e+02
   3.6561505e-02   5.1429569e-02   8.4826297e+00   9.8744661e+01
   6.0782161e-02   1.4606125e-01   9.2807909e+00   5.1539658e+01
   5.9305880e-02   1.3348793e-01   1.0404972e+01   1.1514950e+02
   2.9756704e-02   4.3841843e-02   8.6191536e+00   1.0763988e+02
   2.7139861e-02   1.4488863e-01   9.9708123e+00   1.6081770e+02
   4.9901843e-02   6.1795625e-02   8.8704767e+00   1.1511217e+02
   7.7584638e-02   4.4971789e-02   1.0057407e+01   6.4585414e+01
   4.0423144e-02   1.2278863e-01   8.9263765e+00   1.5288217e+02
